Date,Close
1/3/2022 23:58:00,518.3331324
1/4/2022 23:58:00,522.1959516
1/5/2022 23:58:00,520.7932912
1/6/2022 23:58:00,519.001374
1/7/2022 23:58:00,515.7422038
1/8/2022 23:58:00,518.3291272
1/9/2022 23:58:00,518.3291272
1/10/2022 23:58:00,515.7763977
1/11/2022 23:58:00,513.6776082
1/12/2022 23:58:00,510.8776766
1/13/2022 23:58:00,509.506871
1/14/2022 23:58:00,507.1708942
1/15/2022 23:58:00,507.1708942
1/17/2022 23:58:00,504.3793272
1/18/2022 23:58:00,500.684394
1/19/2022 23:58:00,500.4895758
1/20/2022 23:58:00,501.6459947
1/21/2022 23:58:00,501.2887302
1/22/2022 23:58:00,501.2887302
1/24/2022 23:58:00,500.8196362
1/25/2022 23:58:00,494.9423665
1/26/2022 23:58:00,494.451262
1/27/2022 23:58:00,491.7776739
1/28/2022 23:58:00,497.9168788
1/29/2022 23:58:00,497.9168788
1/30/2022 23:58:00,498.3348081
1/31/2022 23:58:00,500.217466
2/1/2022 23:58:00,499.7381315
2/2/2022 23:58:00,501.5352027
2/3/2022 23:58:00,504.2669491
2/4/2022 23:58:00,507.4289108
2/5/2022 23:58:00,507.4289108
2/7/2022 23:58:00,510.1246246
2/8/2022 23:58:00,509.3329622
2/9/2022 23:58:00,507.9158926
2/10/2022 23:58:00,509.5489564
2/11/2022 23:58:00,507.1399417
2/12/2022 23:58:00,505.1280975
2/13/2022 23:58:00,505.1280975
2/14/2022 23:58:00,496.6074545
2/15/2022 23:58:00,501.2880407
2/16/2022 23:58:00,503.1520448
2/17/2022 23:58:00,501.9908933
2/18/2022 23:58:00,502.281139
2/19/2022 23:58:00,502.281139
2/21/2022 23:58:00,498.9001297
2/22/2022 23:58:00,493.0375309
2/23/2022 23:58:00,484.8654362
2/24/2022 23:58:00,478.9658222
2/25/2022 23:58:00,473.8797647
2/26/2022 23:58:00,476.2976576
2/27/2022 23:58:00,476.2976576
2/28/2022 23:58:00,473.4293832
3/1/2022 23:58:00,475.9233037
3/2/2022 23:58:00,474.6437688
3/3/2022 23:58:00,472.6747948
3/4/2022 23:58:00,472.0122837
3/5/2022 23:58:00,472.0122837
3/6/2022 23:58:00,472.0122837
3/7/2022 23:58:00,475.9219068
3/8/2022 23:58:00,474.4008427
3/9/2022 23:58:00,469.8571801
3/10/2022 23:58:00,481.265066
3/11/2022 23:58:00,483.6522305
3/12/2022 23:58:00,483.6522305
3/14/2022 23:58:00,483.9395967
3/15/2022 23:58:00,482.4146277
3/16/2022 23:58:00,479.1996839
3/17/2022 23:58:00,479.1529831
3/18/2022 23:58:00,483.5136413
3/19/2022 23:58:00,483.5136413
3/21/2022 23:58:00,483.4009659
3/22/2022 23:58:00,484.6760588
3/23/2022 23:58:00,485.0448443
3/24/2022 23:58:00,482.8029894
3/25/2022 23:58:00,481.5113589
3/26/2022 23:58:00,480.3351391
3/27/2022 23:58:00,479.5856819
3/28/2022 23:58:00,482.5743373
3/29/2022 23:58:00,483.3510804
3/30/2022 23:58:00,480.4838879
3/31/2022 23:58:00,482.0964437
4/1/2022 23:58:00,484.0175423
4/2/2022 23:58:00,483.4771776
4/3/2022 23:58:00,483.1273048
4/4/2022 23:58:00,482.8138992
4/5/2022 23:58:00,484.2091455
4/6/2022 23:58:00,484.7208606
4/7/2022 23:58:00,484.7963652
4/8/2022 23:58:00,484.0541169
4/9/2022 23:58:00,484.0541169
4/11/2022 23:58:00,483.483841
4/12/2022 23:58:00,481.9358597
4/13/2022 23:58:00,484.1272894
4/14/2022 23:58:00,484.6620583
4/15/2022 23:58:00,479.876226
4/16/2022 23:58:00,479.876226
4/18/2022 23:58:00,479.0461613
4/19/2022 23:58:00,481.790558
4/20/2022 23:58:00,483.3960702
4/21/2022 23:58:00,481.9704469
4/22/2022 23:58:00,487.322589
4/23/2022 23:58:00,485.7082776
4/24/2022 23:58:00,482.2301715
4/25/2022 23:58:00,474.2229809
4/26/2022 23:58:00,473.3408287
4/27/2022 23:58:00,472.7996386
4/28/2022 23:58:00,475.3021798
4/29/2022 23:58:00,475.0871051
4/30/2022 23:58:00,475.0871051
5/2/2022 23:58:00,489.0161696
5/3/2022 23:58:00,490.4378962
5/4/2022 23:58:00,486.0681177
5/5/2022 23:58:00,486.4013674
5/6/2022 23:58:00,474.7721008
5/7/2022 23:58:00,474.7721008
5/9/2022 23:58:00,476.1526407
5/10/2022 23:58:00,475.9941473
5/11/2022 23:58:00,476.5837275
5/12/2022 23:58:00,490.5575404
5/13/2022 23:58:00,492.2902653
5/14/2022 23:58:00,492.2902653
5/16/2022 23:58:00,490.7899767
5/17/2022 23:58:00,490.9587515
5/18/2022 23:58:00,494.085537
5/19/2022 23:58:00,490.0703489
5/20/2022 23:58:00,491.5073529
5/21/2022 23:58:00,491.5073529
5/23/2022 23:58:00,490.1203753
5/24/2022 23:58:00,492.8413921
5/25/2022 23:58:00,489.6960688
5/26/2022 23:58:00,491.1411652
5/27/2022 23:58:00,487.1981215
5/28/2022 23:58:00,487.1981215
5/30/2022 23:58:00,487.693681
5/31/2022 23:58:00,487.6827097
6/1/2022 23:58:00,487.6588303
6/2/2022 23:58:00,483.9324349
6/3/2022 23:58:00,486.0669185
6/4/2022 23:58:00,485.2994513
6/5/2022 23:58:00,485.2826374
6/6/2022 23:58:00,484.3028365
6/7/2022 23:58:00,484.6711213
6/8/2022 23:58:00,486.4857503
6/9/2022 23:58:00,489.9466585
6/10/2022 23:58:00,489.5453803
6/11/2022 23:58:00,486.2721891
6/12/2022 23:58:00,484.1685556
6/13/2022 23:58:00,495.7258564
6/14/2022 23:58:00,494.2280683
6/15/2022 23:58:00,492.2580406
6/16/2022 23:58:00,494.9520664
6/17/2022 23:58:00,497.5844352
6/18/2022 23:58:00,496.4566864
6/19/2022 23:58:00,495.6938745
6/20/2022 23:58:00,496.8919443
6/21/2022 23:58:00,497.1651099
6/22/2022 23:58:00,500.0897622
6/23/2022 23:58:00,497.3727617
6/24/2022 23:58:00,496.9612909
6/25/2022 23:58:00,496.9612909
6/27/2022 23:58:00,495.76459
6/28/2022 23:58:00,498.0161484
6/29/2022 23:58:00,499.3740274
6/30/2022 23:58:00,500.6395934
7/1/2022 23:58:00,502.0725737
7/2/2022 23:58:00,502.0725737
7/4/2022 23:58:00,503.098176
7/5/2022 23:58:00,504.0381348
7/6/2022 23:58:00,502.9516277
7/7/2022 23:58:00,501.5925912
7/8/2022 23:58:00,503.8142293
7/9/2022 23:58:00,504.2102186
7/10/2022 23:58:00,503.9779242
7/11/2022 23:58:00,501.403232
7/12/2022 23:58:00,503.2881519
7/13/2022 23:58:00,503.6999672
7/14/2022 23:58:00,504.1748658
7/15/2022 23:58:00,502.2692763
7/16/2022 23:58:00,503.2533335
7/17/2022 23:58:00,502.907681
7/18/2022 23:58:00,502.2960799
7/19/2022 23:58:00,501.3500223
7/20/2022 23:58:00,503.9006719
7/21/2022 23:58:00,507.2424881
7/22/2022 23:58:00,403.888768
7/23/2022 23:58:00,405.9034238
7/24/2022 23:58:00,406.8955213
7/25/2022 23:58:00,406.4455542
7/26/2022 23:58:00,403.9329917
7/27/2022 23:58:00,401.2661035
7/28/2022 23:58:00,399.3268974
7/29/2022 23:58:00,396.6052901
7/30/2022 23:58:00,396.6052901
8/1/2022 23:58:00,398.656849
8/2/2022 23:58:00,400.3076819
8/3/2022 23:58:00,402.477757
8/4/2022 23:58:00,401.2669522
8/5/2022 23:58:00,401.2224637
8/6/2022 23:58:00,399.3987864
8/7/2022 23:58:00,397.8353464
8/8/2022 23:58:00,398.7043316
8/9/2022 23:58:00,399.1873465
8/10/2022 23:58:00,396.2097789
8/11/2022 23:58:00,395.6722362
8/12/2022 23:58:00,393.2572021
8/13/2022 23:58:00,393.2572021
8/15/2022 23:58:00,397.6460749
8/16/2022 23:58:00,396.1917543
8/17/2022 23:58:00,396.3613101
8/18/2022 23:58:00,399.6518853
8/19/2022 23:58:00,400.5445154
8/20/2022 23:58:00,400.0146718
8/21/2022 23:58:00,399.8421285
8/22/2022 23:58:00,401.2178964
8/23/2022 23:58:00,398.842191
8/24/2022 23:58:00,398.8893066
8/25/2022 23:58:00,397.2035714
8/26/2022 23:58:00,397.8918248
8/27/2022 23:58:00,396.2040785
8/28/2022 23:58:00,395.8139035
8/29/2022 23:58:00,399.8604456
8/30/2022 23:58:00,399.865059
8/31/2022 23:58:00,399.5411198
9/1/2022 23:58:00,400.1254085
9/2/2022 23:58:00,399.2472175
9/3/2022 23:58:00,399.2472175
9/5/2022 23:58:00,399.6836623
9/6/2022 23:58:00,400.5296488
9/7/2022 23:58:00,399.1564948
9/8/2022 23:58:00,400.0978721
9/9/2022 23:58:00,397.7997883
9/10/2022 23:58:00,401.2843134
9/11/2022 23:58:00,401.2491232
9/12/2022 23:58:00,399.0413839
9/13/2022 23:58:00,401.864334
9/14/2022 23:58:00,400.5855785
9/15/2022 23:58:00,403.2351258
9/16/2022 23:58:00,402.6008003
9/17/2022 23:58:00,407.5579843
9/18/2022 23:58:00,406.2641149
9/19/2022 23:58:00,402.7935774
9/20/2022 23:58:00,403.1992851
9/21/2022 23:58:00,403.0652033
9/22/2022 23:58:00,403.3192033
9/23/2022 23:58:00,405.48697
9/24/2022 23:58:00,402.6465978
9/25/2022 23:58:00,401.0962226
9/26/2022 23:58:00,410.439582
9/27/2022 23:58:00,407.1841113
